game_name,spend_day,id
FIFA 17,2017-05-28,4e2abaa01891b00c3ec42640ad5477d675aced5e
FIFA 17,2016-10-31,b7ae78a7abc6d0cce95057f1b0b493a0f213fe52
FIFA 17,2016-09-29,08f589ad4472859f4564040f6453e84cc0bb4092
FIFA 17,2016-10-16,ac5c0d6c89fe709e3a1c377ad6c42a5b9035b1d3
FIFA 17,2016-12-28,739896078e0dcd0df0c37740384559674ea17def
FIFA 17,2017-03-30,14ce60cd0697f91caf8f63628ce118ceaa937cbc
FIFA 17,2017-01-21,7cc98690ddfa653aa65490eef0a6f1dc390763e1
FIFA 17,2016-10-07,c829a8440cc748f7cba2fec98ad74ef07c66798d
FIFA 17,2017-05-09,b17d02aa56a608d0fcced3d94187be20a77e8087
FIFA 17,2017-02-10,739896078e0dcd0df0c37740384559674ea17def
MADDEN 17,2016-12-22,aee05881c4fecc05b5a3f23a2a7d3a682863dc8b
FIFA 17,2017-01-08,c16bfc0bbf52b21f71a70f6e2302a41ebd3d39b9
FIFA 17,2017-01-14,6236dc44394f2a91cb58d35f473d307f0fdc034a
FIFA 17,2017-02-04,2a46e857038c2d97c378c30b1f48dd935fbf9039
FIFA 17,2017-01-10,619d146492ea4b85ed2cb74de929b2a3dd2b33e5
FIFA 17,2016-10-24,9130b5b35fe03944e67538862c15f3c37be94ee8
FIFA 17,2017-02-24,c16bfc0bbf52b21f71a70f6e2302a41ebd3d39b9
FIFA 17,2017-05-20,e30b5ec61a229552ffeb0e4d6d122e36fbb436cb
FIFA 17,2016-10-20,e08e58310afa47a1d86c6311079bbecf269f6d3d
FIFA 17,2017-05-02,fbff6175127e0e54476d0c37ec2a0c8a10ec762c
FIFA 17,2017-05-13,e87c7586f360ecf65f912793ec7f627d12c7ca2b
FIFA 17,2017-02-15,739896078e0dcd0df0c37740384559674ea17def
MADDEN 18,2017-08-22,fbe9a553cdf6170131c761f69e9d4a567cb53a8d
FIFA 17,2017-02-18,d183a3a5f0952c6b22ad1c7bce92ebe56ca324db
FIFA 17,2017-04-01,e841614c254596f7fc3bd364ef08d6f132f98ac8
FIFA 17,2016-10-05,eabc1ed434cf0fe17eb2d73a352aa1b9c84ba2b2
MADDEN 17,2017-01-09,bcdc8b064244a49c3e6518bdb8a015cb9a5c731c
FIFA 17,2017-02-09,b9f2dd9dee641e103e4b7f469f68b81be340578a
FIFA 17,2016-12-31,3c364f7505dec832107df1a08a78247a370f0539
FIFA 17,2017-04-07,95ab3b23edd5f4a1047a77df03f12e4498c0a3a9
FIFA 17,2016-12-11,aa4f551764b411ccf59d04dc7b8875a6782558e9
FIFA 17,2017-03-16,aa4a0f2967e5307c907887d1b7a585cdf515f4b3
FIFA 17,2016-10-08,0ea6e1e9a53f4bc657917a65c9b5c99118e73b33
FIFA 17,2016-10-26,2d9c6cef770ad937b6390321992d8b5d0f9f2d39
FIFA 17,2016-11-28,b1d210c59e0783d4a5e723a9c5ce2a39f68f592c
FIFA 17,2017-02-05,8d7300d70c0e7e2c8680bef3de99609a190b2eaa
FIFA 17,2016-12-02,1948fbf112e93e7dc8bdebe765ef2e1e9f1d988d
FIFA 17,2017-08-14,d183a3a5f0952c6b22ad1c7bce92ebe56ca324db
FIFA 17,2016-10-10,04f9aaf07ff023f3838f10bbc2901476d49e485d
FIFA 17,2017-05-09,c13a8cedf9bd8fe27ce8f7cb31ca63a42da61782
FIFA 17,2016-12-27,1773a3df4c863e169f7086ad22cc7fc108ef0331
FIFA 17,2017-01-14,bb078d3e14a326ce04f97e428322fa5214a617f6
FIFA 17,2016-12-23,ecdab9dc05431dda9051b94dd9e2682bb21b0c71
FIFA 17,2017-01-05,290f396525f6f55579627fbf431947e88d61ee92
FIFA 17,2017-01-14,2d9c6cef770ad937b6390321992d8b5d0f9f2d39
FIFA 17,2017-01-15,3f21a77f91ac121e175085cdc11270e0f7f9fc1d
