game_name,id,game_genre,game_launch_date,purchase_date
UFC 2,bbbbce1b941df519a7f72a4b9baf9de14aa0aae3,Fighting,2016-03-09,2017-01-09
BATTLEFIELD 1,1d6f95338f46e2487d778c41b431319f706933aa,Shooter,2016-10-21,2017-04-10
TITANFALL,76069730783cae4fe943eb2c9d93796510551567,Shooter,,2016-10-15
FIFA 16,2ac236533f60db8270272102810fa41710d20f7c,Sports,2015-09-22,2015-09-24
BATTLEFIELD 4,e8279bd8f6f69a9f3c4f10533b67d9a08c98c594,Shooter,2013-10-29,2015-09-26
NHL 17,84bd5892b765baf588043a5ada13156c339bdaa7,Sports,2016-09-13,2017-04-25
BATTLEFRONT,1e6c559fe3aa1b42fdef3163446e9dcac4cc1de8,Shooter,2015-11-17,2015-11-21
UFC 2,6fd1719e054e344fa172a3f788a71523ced88083,Fighting,2016-03-09,2017-04-08
DRAGON AGE: INQUISITION,a0d5fe451026886794016838b026a66cfa851674,Role Playing,,2016-12-28
NHL 17,39faee014849276b801b0555cad96f5661f43034,Sports,2016-09-13,2016-09-15
MADDEN 18,d42e38b0ae6b9cfd761936cc9087537084a67163,Sports,2017-08-22,2017-08-22
MIRRORS EDGE CATALYST,96c5a0ae6568aed207850cc69985a7dfcad53107,Action,2016-06-01,2017-04-29
FIFA 17,7da5d9d8f0b23904ab49c4a75a2bd2c16f2add4a,Sports,2016-09-27,2016-12-18
BATTLEFIELD 1,984454002a4c02b91aca5f5762ec63ec188b4b4a,Shooter,2016-10-21,2016-10-23
FIFA 15,298e369663f01750a509b2726e1fbb929d7bfaa3,Sports,2014-09-23,2016-01-04
FIFA 17,7a276449526d9e9e7d11b61acdc12fefa7f81f3f,Sports,2016-09-27,2016-12-18
TITANFALL 2,fca5aa92a8f6454a3e319a711f0256b00fcd7ac6,Shooter,2016-11-01,2016-12-17
FIFA 17,515c0b12427d6cb1355c6972dccf355fb09714e4,Sports,2016-09-27,2016-10-07
BATTLEFIELD 1,973cac3d68c0172fab70b83f206a7c2be0be81ad,Shooter,2016-10-21,2017-01-27
EA ACCESS,3d5077df2241f73c9b39f00620009d3855b63199,Other Games/Compilations,,2016-11-09
MADDEN 14,429ffec0d754732e940901ae6370c2586535f027,Sports,,2015-12-18
BATTLEFRONT,87660a0ff9bc7173fb3bcbe8ad07db227fb66d70,Shooter,2015-11-17,2015-12-28
PLANTS VS ZOMBIES GARDEN WARFARE 2,000f0d7eda6adffdca585f04fb200893fc87e81f,Shooter,2016-02-23,2017-06-28
FIFA 17,6a6eb2818fb06cc75ffa1b95b90cb5f8c7b3ee0f,Sports,2016-09-27,2016-09-29
BATTLEFIELD 1,91dc512848b00da9d8571bd356d6525b7279bb08,Shooter,2016-10-21,2016-12-27
MADDEN 17,4b0655a4eb921f4588b68fd9e73f31bd26d19abc,Sports,2016-08-23,2016-08-25
BATTLEFIELD 1,c55a059cbba8d7cd10d012cebb4b90cfde2e8c5e,Shooter,2016-10-21,2016-12-26
BATTLEFIELD 1,41a15f6dc5c53cdb4163125011e4c0e883bb3d5a,Shooter,2016-10-21,2017-01-19
PLANTS VS ZOMBIES GARDEN WARFARE 2,1b456f4087a7b667a84c7d26a23322584de607dc,Shooter,2016-02-23,2017-04-06
DRAGON AGE: INQUISITION,9ffc9e38bcb2ffeb43b1af577eaf47c3c5051934,Role Playing,,2016-02-07
FIFA 17,b714129cb0551cafa9bbca9c68352d22face4457,Sports,2016-09-27,2016-09-30
BATTLEFIELD HARDLINE,cc22a84d12c039fda2f85f91963e45b62cee77b7,Shooter,2015-03-17,2017-03-01
BATTLEFIELD 4,121a2c709452c557534fc20a0168bb3df751a89b,Shooter,2013-10-29,2017-04-01
PGA TOUR GOLF 16,9af126dd1a8d7703dab0b0747634b56e4a6c72c4,Sports,,2017-07-30
FIFA 17,63c482b534785158edad1536943f7ce79b2dd82a,Sports,2016-09-27,2016-12-25
FIFA 16,1d925349546c8ae8024a1bec52da869fb2798e86,Sports,2015-09-22,2015-09-27
FIFA 16,f1133c5a8919160da7a58bf8678368b68dd771fb,Sports,2015-09-22,2015-10-10
TITANFALL,5c60cfff4ff2fd034026d2b3ea84dcac0e8e3bb9,Shooter,,2016-10-13
NFS 2016,dd4290f07303c0b469f4f0e81e18315231671f63,Action,2015-11-03,2017-01-03
FIFA 15,0e3ab4b75d27a7a35fabf0415a0cf3b4332153ae,Sports,2014-09-23,2016-06-28
TITANFALL,f8b8c23af37be13aac3ba0c267ec0c3ab42ed7d7,Shooter,,2016-10-14
FIFA 16,ba9ba4ed4f527047ac1ff29c358bb0c993dc1bf1,Sports,2015-09-22,2015-11-15
TITANFALL 2,02d0a10d596c34cb74fa0b8b32bfc16cd3d0bd3b,Shooter,2016-11-01,2016-12-27
MADDEN 17,122734612cd4b8391ed230db7f7c4e005c2f6f8a,Sports,2016-08-23,2016-08-23
FIFA 16,48800f96440e63486ca10ea6d4cdf1afaafa0dac,Sports,2015-09-22,2016-09-19
BATTLEFIELD 1,999c8661c7aa9ba986e6e09b872e8303a5b8df68,Shooter,2016-10-21,2017-07-12
BATTLEFIELD 1,144e02e3ea866b236f6c43ad54fe53db9dbd2236,Shooter,2016-10-21,2017-02-25
PLANTS VS ZOMBIES GARDEN WARFARE 2,78978c83ea07c5e9d8898b471030ba6a49d0ea52,Shooter,2016-02-23,2017-05-30
NFS 2016,d6d256fa0f1c0ba537815255149a65bd37d5fc7b,Action,2015-11-03,2016-06-19
BATTLEFIELD HARDLINE,1e053b99b199b055689728f03f312df0e61ea098,Shooter,2015-03-17,2016-02-09
FIFA 17,8b0989e0fd2f34e7b6999c886caf8f9732751ae2,Sports,2016-09-27,2016-11-11
MADDEN 17,b67a216b5e5fcb3f9e20cbcd256e35a70155d6f2,Sports,2016-08-23,2016-11-29
TITANFALL,1e6c559fe3aa1b42fdef3163446e9dcac4cc1de8,Shooter,,2016-10-18
BATTLEFIELD 4,c5e14409571e511be9e1ee7b08bbcb3cc3c57d42,Shooter,2013-10-29,2015-09-11
FIFA 15,8619ba835ce05b7fa24d74cf9446093404af3d24,Sports,2014-09-23,2017-08-19
MADDEN 17,443fc61505c32e37c0764726f8254220e5375cd8,Sports,2016-08-23,2016-08-23
FIFA 16,41c0a9aed2e5384f9e3243e24697310631011f2f,Sports,2015-09-22,2016-06-20
FIFA 16,7c22ac2f1eb30c2c3a70fa4572a4d28f77ffa0e7,Sports,2015-09-22,2015-11-11
MADDEN 16,4862f3affacbdec85eceba28fbb1f86f614f0b02,Sports,,2016-01-17
FIFA 16,ec9a4349f50cfd7133c41bca9b1f29c864b262b3,Sports,2015-09-22,2015-10-03
BATTLEFRONT,da8cbada65e2df27ed8020b6422fecd34104d5e2,Shooter,2015-11-17,2015-11-17
BATTLEFIELD 4,3a60119d3a680989483ff603e5fe987aa76907be,Shooter,2013-10-29,2016-05-14
BATTLEFIELD 4,b64ec48509dc3804599f2fc41997d36cc2e85886,Shooter,2013-10-29,2017-06-21
BATTLEFRONT,cdf220a270fe38df828a64748d386c6e827fe629,Shooter,2015-11-17,2016-10-13
NHL 16,bf427a90c350eaa5e21ced52e1108b4b4cb98d89,Sports,,2016-01-03
FIFA 17,65d3cdee4065c6e114b40bbd34ff75b2a5f36278,Sports,2016-09-27,2017-01-14
BATTLEFIELD 1,0710de2bed79995b5b3c4f4a6e0405d2ce4732ac,Shooter,2016-10-21,2017-02-04
FIFA 17,1505886979b09d97556e686c7e1ac9f43d33eda2,Sports,2016-09-27,2016-10-07
FIFA 17,192bbd2c2767dc7bc59940d2a02b15ffba007f7b,Sports,2016-09-27,2016-09-27
BATTLEFIELD 1,6b3d3f9b453de8070dbc5a9daef1d120cc156e07,Shooter,2016-10-21,2017-07-21
NHL 17,6604f9a40a5ac85782f7b30a38c27beaf80a1f6e,Sports,2016-09-13,2017-01-04
BATTLEFIELD 4,a2098d82edccbf11de533339a1e2d7051bd5d14e,Shooter,2013-10-29,2015-11-02
FIFA 16,a8cffa9b6a495fde68c46104ac5ddeba6945335f,Sports,2015-09-22,2015-09-27
BATTLEFIELD 1,5ca6f9b635d1754cacf7a42fc2507ac95e814ce8,Shooter,2016-10-21,2016-10-27
EA ACCESS,fbe7687cd1e88420e55633c9845d82cc2b6a8d56,Other Games/Compilations,,2015-09-23
MASS EFFECT:  ANDROMEDA,d26b7ea58f9e8a1f14119961c1394dc4f1d09c57,Role Playing,2017-03-21,2017-03-28
MASS EFFECT:  ANDROMEDA,c2e0693f36b5270dd270b5741cdc9f09b6e95f49,Role Playing,2017-03-21,2017-06-14
EA ACCESS,e6c6e286656fe6f76dcde9623110bbd8b213a5f1,Other Games/Compilations,,2015-10-09
BATTLEFIELD 1,014c1c96b1d9578c463fa622d3260399fbc92b66,Shooter,2016-10-21,2016-12-26
MADDEN 17,dea36ee7042c419572623050d6fe748ce76a65e3,Sports,2016-08-23,2016-09-10
FIFA 16,228335a4f17ebd9e7a4251386b0f34d2f3cdf0df,Sports,2015-09-22,2017-01-08
BATTLEFIELD 1,7f8bb310e77fad7f32f4461200d1f61806c95e12,Shooter,2016-10-21,2016-10-21
BATTLEFIELD 1,4b55f7ef74876c187b0f11099cb8face61af5f3f,Shooter,2016-10-21,2016-10-20
FIFA 16,e0ff2dc9b99ab6e04c82cec043befa5764402858,Sports,2015-09-22,2016-03-09
BATTLEFIELD 1,92cdaca8057e1d618b0268bb28b15172ced5bc57,Shooter,2016-10-21,2016-10-22
NFS 2016,84c190ab939da895dc8c8756f690dd88addb8daa,Action,2015-11-03,2016-08-05
EA ACCESS,0ca7b33c763994c2cca215fe3ad7da0882daae1d,Other Games/Compilations,,2017-06-12
FIFA 17,b45eee33f3d14a5e460d626ad6e62fa079c96a2e,Sports,2016-09-27,2017-01-31
BATTLEFRONT,7bbe64ada2225602748788e6db6e820dc0d97468,Shooter,2015-11-17,2016-07-07
BATTLEFIELD HARDLINE,d2effa38616e62dd87695c9e2179b92945956903,Shooter,2015-03-17,2016-01-02
FIFA 16,419122af7ae7c55d9810cdbd908084020e8f7c32,Sports,2015-09-22,2015-09-27
MADDEN 16,f00c5c8bf582121835f49cf71fbae5c21d752f17,Sports,,2016-05-02
FIFA 16,85cd65795d3110c399466202e27bfd3309dbc9ea,Sports,2015-09-22,2015-09-24
FIFA 16,0b2dab17be1ee57255e2a52918d2d78ed8b95b19,Sports,2015-09-22,2015-09-23
FIFA 17,ff6b9da6620cd64316d71010ef4be73af1a2b6c5,Sports,2016-09-27,2016-10-01
NFS 2016,18e00ae6cc6a7845383acd16dc81064702c18990,Action,2015-11-03,2016-03-09
TITANFALL,901e117c66e340d0bcf89f0748ccc2bda242a2dc,Shooter,,2016-10-15
FIFA 16,55b64e5a3461db0803e88af45aef31362cd03bc5,Sports,2015-09-22,2016-02-25
FIFA 17,b160f1c283803931f3cf5e0993223dc1675f4128,Sports,2016-09-27,2017-02-17
FIFA 17,f716e71d4aae4eae9cfb3404e77c10a103a7ef8e,Sports,2016-09-27,2016-09-30
PLANTS VS ZOMBIES GARDEN WARFARE,f8d9fa7fd5fe634d31a836d1602b0862a0fd6eb9,Shooter,,2016-10-28
MADDEN 16,72f1f5092f2f704c74b835b42a32e8b68e0a9163,Sports,,2015-11-10
FIFA 16,67ea72aa50c04bbb2a1d998a261e256e5c25e18b,Sports,2015-09-22,2015-09-24
NHL 16,6f24ff0d026ad6a6571b02381c442ef50962bcb4,Sports,,2016-02-05
BATTLEFRONT,9fb2e83ba3c53f2aaa13aa539562966662bd41da,Shooter,2015-11-17,2015-12-25
FIFA 17,5a1462b775e5cb55fe6440fdc815f798c62b9a15,Sports,2016-09-27,2017-03-03
PLANTS VS ZOMBIES GARDEN WARFARE 2,8aff6e021794b0196d84940dfae3d006ede559f1,Shooter,2016-02-23,2016-03-26
BATTLEFRONT,876f55fd0ba9915789706b49082529d166916500,Shooter,2015-11-17,2015-12-25
FIFA 16,cff17df41e5269214e75ed96e9d47e7e323d34db,Sports,2015-09-22,2016-01-10
NHL 16,0288adc635e97e53d19e2941fdb5f0c6fa2db992,Sports,,2015-11-29
MADDEN 16,b41b08efe12963b7b37ba074e5bc7e39e485362a,Sports,,2015-12-30
BATTLEFRONT,123c02d7e600704252d5d61e111b3118ecd2ccbf,Shooter,2015-11-17,2016-03-11
FIFA 15,ee2a8280f426017d6c958eb5e04178ad793396bb,Sports,2014-09-23,2016-01-24
BATTLEFRONT,6397613ee65825d49549bf337a85754cb7767bd6,Shooter,2015-11-17,2017-06-13
FIFA 16,2399ed3932be579a647e8c831110f288f275931d,Sports,2015-09-22,2015-12-25
BATTLEFRONT,53ddef50b7ae542cc3b8e5334ec10728d2f5ecd5,Shooter,2015-11-17,2016-01-05
MADDEN 18,4033483cd66a5674e478e5cfce09cfd7b43de455,Sports,2017-08-22,2017-08-22
BATTLEFRONT,7b63a24f7221bf6eed637a5bd13eef802f58d933,Shooter,2015-11-17,2015-12-05
FIFA 16,15694ad27567325321e2238ad3251a6a3f37fe36,Sports,2015-09-22,2016-01-08
FIFA 17,717ef0960ee0b8cbbc286f15006448c88a6c01f1,Sports,2016-09-27,2016-12-19
BATTLEFIELD HARDLINE,b594bd91cf55307277938ea32c38a98cebe3716a,Shooter,2015-03-17,2016-05-06
BATTLEFIELD HARDLINE,f14ab4fd29db20c1c7af9794362142547e7982b3,Shooter,2015-03-17,2016-08-21
UFC,b29d4676519d61cc8701042b9798690d4c829b6a,Fighting,,2016-05-29
FIFA 17,e17bd5d5b90e955056a2eb3d6b6c8cb25f3f723b,Sports,2016-09-27,2016-12-09
FIFA 17,5b88712e4b8d41b6c9af62964ac7b9f42f55dfa4,Sports,2016-09-27,2016-10-02
FIFA 17,e35d537d53801c3ff13e44a439b177a699dd7772,Sports,2016-09-27,2017-04-30
FIFA 16,195c551d5b47d902f03b3ccbd3ecc3f183dc7a13,Sports,2015-09-22,2016-01-03
MADDEN 16,3a60119d3a680989483ff603e5fe987aa76907be,Sports,,2016-11-16
UFC 2,29035705709d4cff0a8f38bcc58ee3d5850d3920,Fighting,2016-03-09,2016-07-20
FIFA 16,7979a03d58ba10c86ca35f380001c034d60c9189,Sports,2015-09-22,2015-12-22
FIFA 17,b1620dcf956c00f040df852b893f0bf6c2104f43,Sports,2016-09-27,2016-10-03
BATTLEFIELD 1,fa645a685e5302b7bf3aa4538adc3967edf763c7,Shooter,2016-10-21,2017-05-27
MADDEN 16,4fcb55d4433ca2fd4c76a244357a78811000fa3b,Sports,,2015-09-16
NFS 2016,d4937aed1cb08e95d96d56b9e7b5051928efa7cf,Action,2015-11-03,2017-03-11
FIFA 17,23d1564120592ece7f429c5043c436baf06154df,Sports,2016-09-27,2016-09-29
FIFA 16,4cf52b51f34c0cf0bfd1b9f62b3b02cc291e6037,Sports,2015-09-22,2016-05-03
FIFA 17,77ee6a029245f67e3a1c0fad24d5318d60e7735c,Sports,2016-09-27,2016-11-27
BATTLEFRONT,a9923eb397068a4d1a2ba0703cd8b0edfd302463,Shooter,2015-11-17,2015-12-24
TITANFALL,c3cdc1ffd946103ee7c0512bc150778b689002a8,Shooter,,2016-10-13
FIFA 16,a07e1680b7914d5fa83c28047232a0b7a6c20fee,Sports,2015-09-22,2016-07-03
BATTLEFIELD 1,ed8c2ef549bc5bfec7f9f619046eab4b2d8b321b,Shooter,2016-10-21,2016-10-21
BATTLEFIELD 4,fc82b774fe6172df0c20b4628d157da4e6712516,Shooter,2013-10-29,2017-07-04
FIFA 16,1a118e330dda5e98ff1cc4c50f9202a04e4c60a3,Sports,2015-09-22,2015-09-29
BATTLEFIELD 4,f19afd3ae332e558e1508ebf77c9b6c8aa78bf83,Shooter,2013-10-29,2016-07-02
EA ACCESS,68a4466419021d8d3ba5310e307701057b36821f,Other Games/Compilations,,2017-04-21
FIFA 17,641319d3e616210b553016e6327539b00ed3ef7b,Sports,2016-09-27,2017-03-24
BATTLEFIELD 4,427100504451aca8f8131af67df07fb6c42e009f,Shooter,2013-10-29,2015-09-20
PGA TOUR GOLF 16,fbff6175127e0e54476d0c37ec2a0c8a10ec762c,Sports,,2016-07-16
MADDEN 16,f3ba90a789d033f37f2b96c9429baa40e0e9a8df,Sports,,2015-12-29
FIFA 16,cd00b43f1166238090c79f4b7f61406a540ac0c6,Sports,2015-09-22,2015-11-01
BATTLEFIELD 1,a3acb73bc4fae2624cf5bd802873e6f9df5ab96d,Shooter,2016-10-21,2016-11-02
FIFA 16,ed8041e32b9d44cf6faf708e7027588526f7dc3b,Sports,2015-09-22,2016-03-15
BATTLEFIELD HARDLINE,53ddef50b7ae542cc3b8e5334ec10728d2f5ecd5,Shooter,2015-03-17,2016-10-02
BATTLEFIELD 1,afdba465bc2d5126a0b1a6ae42dec65f9b479ae9,Shooter,2016-10-21,2016-11-30
FIFA 16,1e26a0c8de9e258653be4b6d34b2b40a6667c10f,Sports,2015-09-22,2016-04-23
FIFA 17,7a2bd26b1cb67d345a627ad3f83f48aa74829fb3,Sports,2016-09-27,2016-10-10
FIFA 15,1777a53b6346cafebf49552224c4a92515c65dfa,Sports,2014-09-23,2015-10-06
PLANTS VS ZOMBIES GARDEN WARFARE,b56a6f41d5333ec371b905cfbf0f7a9f1b5ba551,Shooter,,2015-11-28
FIFA 16,51887124b0a0e31ded954687756a3537340c8a66,Sports,2015-09-22,2015-09-22
BATTLEFRONT,3c6ae56f573ff2b0a4ff1cbc3d908ab4666afc8c,Shooter,2015-11-17,2017-04-10
FIFA 16,84778a0c78843cc9756b5d956b3c95ffef275271,Sports,2015-09-22,2015-09-26
NHL 15,d53337b18ec791cb2201c51de79af0031ae64f24,Sports,,2015-11-11
FIFA 17,acd7c5c75a4d0f49af90e566c2b391e6a0e3d570,Sports,2016-09-27,2016-09-29
FIFA 16,1662b5f631864768d112fe18861010a958c6ef95,Sports,2015-09-22,2015-09-22
FIFA 16,52c32b8e5b049fb10eaad3e3e5ec36adf83f6ada,Sports,2015-09-22,2016-11-14
BATTLEFRONT,9ebbad1621e410413b41bf8fe1fd17f19ce61c9b,Shooter,2015-11-17,2016-01-02
FIFA 17,95a69f72d18c429a75b50ab5d4e828b18a5ac857,Sports,2016-09-27,2016-12-27
NFS 2016,6a6f29e78b057fb2f352ced739966c99e52d44d2,Action,2015-11-03,2015-11-19
FIFA 16,f2a390ad33dc7339ce1a94ff28fff59331c28d28,Sports,2015-09-22,2016-03-12
FIFA 17,7d93015d24acc9ab510fd1fa3c75de869929fe19,Sports,2016-09-27,2017-06-11
FIFA 16,d67b9bab59a87a72b6eedef278676b32d6d18219,Sports,2015-09-22,2015-09-25
EA ACCESS,64c40ef1a892ad8d70681441be1eb2cd3fbd275b,Other Games/Compilations,,2017-08-18
FIFA 16,a06735f61711bcaa0a735dcf90325b0279bdd745,Sports,2015-09-22,2016-03-31
FIFA 16,5ac98073f70d327b0f8e13e6b2318cdae1e9ddc1,Sports,2015-09-22,2016-11-29
FIFA 16,03b572f178d79ea532788c6348d56852b56ec578,Sports,2015-09-22,2016-08-02
FIFA 17,ba62d2d6af8bc0e28df506846645ea41b10f3953,Sports,2016-09-27,2017-02-14
MADDEN 17,230d13ad126ee21ef429f195b20264996d4a3715,Sports,2016-08-23,2016-11-06
PLANTS VS ZOMBIES GARDEN WARFARE 2,0d10f6a3a732737324b50f63dc0ab87813046f8d,Shooter,2016-02-23,2017-05-13
FIFA 17,88b482cf172a9fae5270fa966215a73690531c21,Sports,2016-09-27,2017-04-10
DRAGON AGE: INQUISITION,3d5077df2241f73c9b39f00620009d3855b63199,Role Playing,,2017-01-18
BATTLEFIELD 4,173b92a8b8e0198c3857c4eef82b9d0ce54c4b58,Shooter,2013-10-29,2017-07-15
MASS EFFECT:  ANDROMEDA,d776e1c5b2b72c929357f1e10e255309b0821e94,Role Playing,2017-03-21,2017-04-20
NFS RIVALS (2014),60198f8a1005b342b255547c4074eab120c119f1,Action,,2017-08-27
BATTLEFIELD HARDLINE,5362674d8c56a9fa38f20f8f39aa310a91c33f5a,Shooter,2015-03-17,2016-08-14
FIFA 17,970fd0bd1da62b48ccffafcf5c6f1e5254e5a03e,Sports,2016-09-27,2016-10-08
FIFA 17,467f9fe90a7ed57912e1fa0e70a458794778bfa2,Sports,2016-09-27,2017-04-09
FIFA 16,d568a61ab513e6056af20b3059ecac67b4727084,Sports,2015-09-22,2016-06-06
FIFA 17,2f0d1667e5e7b6f853661f1928f6a8562fb2078b,Sports,2016-09-27,2016-09-29
UFC 2,81c040bf0df28825376b1807e3ffffd387051849,Fighting,2016-03-09,2017-07-10
BATTLEFRONT,984436ef2e3fc183fcf488f3bbd7f1f3cdaeb961,Shooter,2015-11-17,2016-06-09
FIFA 17,ff6a57f52e68731e938ea6c24deeef046da0df1e,Sports,2016-09-27,2016-09-28
NFS 2016,b7ae78a7abc6d0cce95057f1b0b493a0f213fe52,Action,2015-11-03,2016-01-02
UFC 2,e3221c6c6c1e7f91a2dbd2d7b6c9a4354290dfd8,Fighting,2016-03-09,2017-04-25
FIFA 17,21a520e7efd94f99c81ea1b41d61f388a5f145fa,Sports,2016-09-27,2017-01-06
FIFA 14,a8358303d63b733d4a629bdea07bc14ab3291bb8,Sports,,2015-12-11
FIFA 16,3119aad0eab2b52d55d4c5e4137d3319db90cc82,Sports,2015-09-22,2016-05-07
FIFA 17,1bec23d646b8306bf4a38e3dd98009a03ee6eacc,Sports,2016-09-27,2016-10-06
MADDEN 16,09ac805cc75bab221ea0f06a2cb3e9ec53b32976,Sports,,2016-10-09
BATTLEFRONT,d2644e84c95c1dc8348995dd50a924e7ad7a02b7,Shooter,2015-11-17,2015-11-25
BATTLEFIELD 4,e3221c6c6c1e7f91a2dbd2d7b6c9a4354290dfd8,Shooter,2013-10-29,2016-09-12
FIFA 14,6b3c097611adbadeff8438137e0a9d86d57b68ac,Sports,,2016-06-14
UFC 2,45d19d102a199f98667a6187431a8bf3f1152d4e,Fighting,2016-03-09,2017-02-19
BATTLEFRONT,a4ae12a1419e5e0ca18a342104124dd9bad7ca4b,Shooter,2015-11-17,2015-11-29
PLANTS VS ZOMBIES GARDEN WARFARE,7e817a5d676b62da66f03b303613e8d882a7349e,Shooter,,2017-07-07
DRAGON AGE: INQUISITION,4a395a43581fbb846c4d99858ec3b58a001ab771,Role Playing,,2017-07-04
FIFA 17,f1c4112c3164ad60645348be5225086165d7ff97,Sports,2016-09-27,2016-09-29
EA ACCESS,033db5b54289881fefeaffde71caf09359c65ab5,Other Games/Compilations,,2017-05-12
BATTLEFIELD 1,6335d1c4b7863be77f3b3f38e34b1190b6311c5b,Shooter,2016-10-21,2017-03-04
PLANTS VS ZOMBIES GARDEN WARFARE,ce64b8d70633f1b8da4015761ea394b22fce97e8,Shooter,,2017-04-20
BATTLEFIELD 1,8f0fa7e56165a8aa19c8d904d1a0963645c72b3b,Shooter,2016-10-21,2016-11-20
FIFA 16,e723d5db6b0e0575ed882ecb8eaf48398762e1dd,Sports,2015-09-22,2015-09-25
NFS 2016,f8d9fa7fd5fe634d31a836d1602b0862a0fd6eb9,Action,2015-11-03,2016-10-28
FIFA 17,08b761801afdad33a5611f47d6ea5e1f74a9633f,Sports,2016-09-27,2016-11-04
FIFA 17,db2e4b2c865d659aaa64658756a78006781bec67,Sports,2016-09-27,2016-11-27
BATTLEFIELD 1,349626399bcc638baef4b9ac03b2c8627c270dae,Shooter,2016-10-21,2016-11-05
UFC,a8a80bf6a44eb21f1c813666a2a3de740384a03e,Fighting,,2016-06-20
FIFA 17,439c98beaa04ce21ee7fe3ed5e779ba17ddd9750,Sports,2016-09-27,2016-11-05
FIFA 17,931f7e2f6ee99877fa59226954ea5d6064d93e5e,Sports,2016-09-27,2016-11-01
MADDEN 16,65f57b4153697a5d143f5f042f2fcc1bccd3a8d9,Sports,,2016-03-04
FIFA 16,e6c6cc9ebc0ff5ec9188acc5d4ec22c3a0f4560f,Sports,2015-09-22,2015-09-24
FIFA 16,ca1283e6b0233fefbd01fddbae3ddf3c7763fd62,Sports,2015-09-22,2015-09-23
BATTLEFIELD 1,921fd4f82df9825a54ac79e9456b53e16f0de998,Shooter,2016-10-21,2017-02-25
PLANTS VS ZOMBIES GARDEN WARFARE 2,d1ad2c2cca219ec7b51d59c3e7df7bc243808b39,Shooter,2016-02-23,2017-06-27
FIFA 16,0756fff505e92bd249a72674710efd046ad535fa,Sports,2015-09-22,2015-09-24
FIFA 16,fa5fb99fae7cf3054cb3aab11bf51e23e975cd9c,Sports,2015-09-22,2016-05-27
BATTLEFRONT,17b9d0181f820c86c79a3ec71104b50872eaf67f,Shooter,2015-11-17,2015-11-20
BATTLEFIELD 1,c59b7f3187841ed69ed5b1be71acf0c4b8ee06f2,Shooter,2016-10-21,2016-10-27
MASS EFFECT:  ANDROMEDA,5e0561f25db02633be589fc80d694c35a1a8559e,Role Playing,2017-03-21,2017-03-23
NFS 2016,d1a3dd03378b8449c94683f5cbdd6139f216b193,Action,2015-11-03,2015-12-07
PLANTS VS ZOMBIES GARDEN WARFARE 2,447ca13cb1328a4ceaef579345b7962ba62b3f14,Shooter,2016-02-23,2016-08-16
FIFA 17,0a02526f2fc070f7c1695c48db24a85e13af863f,Sports,2016-09-27,2016-11-27
FIFA 15,71439a962e55f01e5c76fa1c740ab1b007c4ff48,Sports,2014-09-23,2015-11-21
BATTLEFIELD 1,72ec95e72a8cd0b3a1266c8624c383e9d2edb022,Shooter,2016-10-21,2016-11-13
UFC 2,9fd09e5309101334f87cbbd76e1446a8e07da836,Fighting,2016-03-09,2017-06-19
MADDEN 17,91a2f0b45631e00c7dc5e18e142efaf35dab1ccf,Sports,2016-08-23,2017-06-07
BATTLEFIELD 1,166dbc1833d6eb161c04f022531e8bd67f146c14,Shooter,2016-10-21,2016-12-23
UFC 2,71b93a59710ac0ef211dc51435b108620086e476,Fighting,2016-03-09,2016-03-15
NHL 15,6b3d3f9b453de8070dbc5a9daef1d120cc156e07,Sports,,2015-10-03
BATTLEFRONT,11118d8503017728ed2aecda90cb643e83a8cb2d,Shooter,2015-11-17,2015-11-19
FIFA 16,aa17b95335c0bae26f08c67045d8c9424752ab33,Sports,2015-09-22,2016-05-15
FIFA 17,c71b872775c2899edf791086f65b95e18518cd4c,Sports,2016-09-27,2016-10-09
BATTLEFRONT,e1eb18be539b72bf746a6e24e3ac579cd350fb35,Shooter,2015-11-17,2015-11-30
FIFA 16,b3872ec7c192d3464ce5c4950b8ab5ce50abd8fa,Sports,2015-09-22,2015-09-24
NFS 2016,15258d751db1dda732d3aad744628f3dd47875a0,Action,2015-11-03,2016-07-17
BATTLEFIELD 1,62f14f335a29d114658aa1f08357bef8691c1774,Shooter,2016-10-21,2016-12-25
BATTLEFIELD 1,b4a91bd73259727f1336ac78ab46deb2d3a462a7,Shooter,2016-10-21,2016-10-28
BATTLEFRONT,dd61170326dea6b638dc1cb3676ea610693a887e,Shooter,2015-11-17,2015-12-25
TITANFALL,a04245e63c2c9ba9828e58fa799e9156152f2c96,Shooter,,2016-10-13
BATTLEFRONT,3e2139ebab1ebac74d930c097a3ba9b87916dc68,Shooter,2015-11-17,2017-01-05
FIFA 16,ea3f1670fa3686f67cb9d6b076c472703f11650f,Sports,2015-09-22,2015-11-22
FIFA 17,7165c30b585afe22690479320da7a50c8c47b520,Sports,2016-09-27,2016-12-25
FIFA 15,b399d39842a940281083a73547a9235c674d8746,Sports,2014-09-23,2015-09-05
MADDEN 17,ce9a20b2d7d3c7f24d55713a4f462c87b6b76620,Sports,2016-08-23,2017-08-23
BATTLEFIELD 1,c12e725ca5100e39cf99472adf62ba3f5c661f58,Shooter,2016-10-21,2017-03-01
FIFA 17,8ea870299f9675faae31e29390e491201b6188e8,Sports,2016-09-27,2017-01-25
FIFA 15,225f72d6898180d7a764edb71ae6035d145fc753,Sports,2014-09-23,2015-11-27
