game_name,id,game_genre,game_launch_date,purchase_date
FIFA 16,dcd105ca0578cc70bf583cc850d1ce42882b60bc,Sports,2015-09-22,2016-05-07
FIFA 17,f0a590423cfc21119196892b0fe962b1af0bdbe4,Sports,2016-09-27,2016-10-07
BATTLEFIELD 1,b888d9606600bd0cf76d577103eedf120ec3ab96,Shooter,2016-10-21,2016-11-20
MADDEN 16,1662b5f631864768d112fe18861010a958c6ef95,Sports,,2015-09-03
FIFA 17,e18199799ba3ee45efa898d8adfa8ad7d724ee40,Sports,2016-09-27,2017-06-05
FIFA 16,55337167fd7b2ae49848b9809ca7ce4a1d3831f2,Sports,2015-09-22,2016-01-26
FIFA 16,7170ea0e323b4757d3703bafffa051b0077db709,Sports,2015-09-22,2015-09-29
UFC 2,604701bc4a41e039bf493cdbd8c8f20c3950a9c6,Fighting,2016-03-09,2017-06-25
BATTLEFIELD 4,c736cbdadc4a0b858a83aa1424db77941fd24d49,Shooter,2013-10-29,2017-07-02
BATTLEFRONT,1721249f2dfeb2415ffe67d892941114cedb8b13,Shooter,2015-11-17,2015-12-13
FIFA 17,bb078d3e14a326ce04f97e428322fa5214a617f6,Sports,2016-09-27,2016-09-30
EA ACCESS,40de9e8bd45ed36e9556152467a1e1913c3be2fd,Other Games/Compilations,,2015-10-29
FIFA 16,0a94cce086d36872c8c9bb05b347ff1220cd41fb,Sports,2015-09-22,2015-10-31
BATTLEFRONT,7575919fee8a9c815725be1f8aa34c54d681b281,Shooter,2015-11-17,2016-01-08
MADDEN 15,15571ee301c6f8ab5b9680a4a618941f0a4dc45a,Sports,,2015-12-26
PLANTS VS ZOMBIES GARDEN WARFARE 2,e7c3868084b6726e2166483a1db0d498120011fe,Shooter,2016-02-23,2016-06-03
UFC 2,48c753bab6c66d923b44387155c33e3ae91082de,Fighting,2016-03-09,2016-07-16
NFS RIVALS (2014),4033483cd66a5674e478e5cfce09cfd7b43de455,Action,,2016-07-18
FIFA 17,d1dea609209d72ddcf8629b51f886b17263b13b2,Sports,2016-09-27,2017-06-26
FIFA 16,c0056ddfa0654ace09b85eef2f580da1888a5108,Sports,2015-09-22,2016-01-21
FIFA 16,0ffc3e966d7247c05bfcd687b9ac08c52b0f9946,Sports,2015-09-22,2015-09-22
DRAGON AGE: INQUISITION,1acf4f938244cb535b27b7d6aaee4dea9cda81fe,Role Playing,,2017-04-04
FIFA 17,2fcd8677ba1032aa0a2daabb78c107019d1b00b1,Sports,2016-09-27,2017-08-16
FIFA 16,201a5b0e3a81c2ffe233aaa348095eb3137033a3,Sports,2015-09-22,2015-12-24
FIFA 17,4b2baa0643bf8ebb7ffa0d88cf2c29db60a346c8,Sports,2016-09-27,2016-09-29
FIFA 16,93e9aea2ee1d760766bc0a49e82834ce365b1ed9,Sports,2015-09-22,2016-06-09
PLANTS VS ZOMBIES GARDEN WARFARE 2,c2183c84838298f6f0bb1f6ea7662e5e1ce35ed1,Shooter,2016-02-23,2017-06-30
BATTLEFRONT,61bb950b71bbe9513ec64b8e8d43d6530054e60b,Shooter,2015-11-17,2017-01-13
UFC,7ddf12740b1edef7ff2981a2f8d419cb16ae1370,Fighting,,2015-11-09
FIFA 15,40db10106ac7d296235c6093c551afd013bd495a,Sports,2014-09-23,2016-01-10
FIFA 17,f7753f741461acd05a4d2d2970a9ed88b4ec367f,Sports,2016-09-27,2017-03-06
BATTLEFIELD 1,6bc9f51942f4a3718f0aa9c79a1cded8140859be,Shooter,2016-10-21,2016-11-04
BATTLEFRONT,398b553851718851e44a5085a3d89474ddd04c3b,Shooter,2015-11-17,2016-02-29
BATTLEFIELD 1,c71b872775c2899edf791086f65b95e18518cd4c,Shooter,2016-10-21,2016-10-29
UFC 2,2efd4119028c1db15c17978a061cb704164fd467,Fighting,2016-03-09,2016-12-25
MADDEN 17,4526031ecf5cfc3f598700ee41cf9828b6809cdf,Sports,2016-08-23,2017-01-14
BATTLEFRONT,3e72c27efff45a912a137b6f9d09740c508c0001,Shooter,2015-11-17,2015-11-19
MIRRORS EDGE CATALYST,874d4b0757777a478a6abef3bb6d9f635a15bd62,Action,2016-06-01,2017-02-13
FIFA 17,afb9fa9cfc91afe78295bea71818b781a7e55921,Sports,2016-09-27,2017-02-12
BATTLEFIELD 4,4526031ecf5cfc3f598700ee41cf9828b6809cdf,Shooter,2013-10-29,2017-04-29
MADDEN 16,af55fd0d5c99aedee655ea4370e35f9a7fbb73eb,Sports,,2016-01-10
TITANFALL 2,2f05265b81638b40813954bdcbe7e8b0da2e4b21,Shooter,2016-11-01,2017-03-28
FIFA 17,af6f4f438809cdfab605d13d3d3e1bfb57bdbd2e,Sports,2016-09-27,2016-09-27
MADDEN 14,868ab883f74ddab0157301a0a1adc818b2c61f07,Sports,,2016-08-03
BATTLEFIELD 1,04185ba24c628beb22bfde9322995c598f257ef7,Shooter,2016-10-21,2017-03-13
FIFA 17,66a1afd25e1e720f28deaaabb825b15c944f871d,Sports,2016-09-27,2017-06-25
NFS 2016,3de3a4a61ac7ea22b3abf36a52619846243e646f,Action,2015-11-03,2017-03-18
EA ACCESS,d3669530a0cf9aa541204aedebe5cf155eb3e52f,Other Games/Compilations,,2017-01-08
BATTLEFIELD 1,7715b285dedc5b09280a291456c0c03b27029239,Shooter,2016-10-21,2016-12-25
NFS 2016,0c7e73ff9a9f8213644574f1aa045a353e250c5c,Action,2015-11-03,2017-06-12
FIFA 15,393a9bc087c9f709569db7cd1439e705160ee34d,Sports,2014-09-23,2016-04-02
FIFA 17,3922592aa396b77539f0785170e413354a884e13,Sports,2016-09-27,2016-10-02
BATTLEFRONT,b2670181c50fa78085bde3caee7532ab33583a2b,Shooter,2015-11-17,2016-08-29
TITANFALL,bb92b9b0901764b4747ecc29ffacb63902d2f99a,Shooter,,2016-10-14
NFS RIVALS (2014),5a98f0cf654a5083d849dc995fb8b9fa3d557d65,Action,,2015-12-12
MADDEN 16,6f8a8021eab9ef92940a1d132713c6d1683580fb,Sports,,2015-09-06
NHL 15,c1d221b1132768cd6021724e015cb199b3d80186,Sports,,2016-03-26
FIFA 16,e65912920a72fef097ccdfd0ca7cafb09ab2127c,Sports,2015-09-22,2015-09-23
FIFA 17,c62182ad9c32d8311f4e03d05458f965efc8e78a,Sports,2016-09-27,2016-09-28
MADDEN 15,5aff4a310f54ffa623b85871707b45c4f1ac791e,Sports,,2015-12-01
UFC 2,68fbf51a27c9e7e27c731a8e6541a2970eca70fb,Fighting,2016-03-09,2016-03-18
BATTLEFRONT,7310e5dce35c8865916ab8721742858d7add01e1,Shooter,2015-11-17,2017-01-12
FIFA 17,6c6e181de6816ae9231d12601319aa7f66979a8e,Sports,2016-09-27,2016-10-11
MADDEN 17,3d72611523527d0e9f0abb0d3b94f5d5f77604a1,Sports,2016-08-23,2016-08-25
BATTLEFIELD HARDLINE,0d10f6a3a732737324b50f63dc0ab87813046f8d,Shooter,2015-03-17,2016-09-03
MADDEN 16,59388d304f7467d4b7f3ceb265843f188df50891,Sports,,2017-08-06
UFC 2,8961af0e6e7362e8a4c688e7a2afd832e549b873,Fighting,2016-03-09,2017-06-22
FIFA 17,e9b45f4f4d4a9481ceefd7a343a221049f910042,Sports,2016-09-27,2017-08-16
FIFA 16,0a27e86885a37549b407c04528fe064959b6898a,Sports,2015-09-22,2016-02-23
FIFA 17,d7620b4676d9b6bd5f26d4aad628aecc1f3b2162,Sports,2016-09-27,2016-10-27
BATTLEFIELD 1,b3a4f62a0fdfb0eee84b3d17a93179cadd968f4d,Shooter,2016-10-21,2016-10-30
MADDEN 17,66d1d85f7014798ecaa1048650052bf62c95daf0,Sports,2016-08-23,2016-09-06
BATTLEFIELD HARDLINE,91a2f0b45631e00c7dc5e18e142efaf35dab1ccf,Shooter,2015-03-17,2017-06-08
FIFA 17,2eb93fc88d26bd3141858c542d81453bf5953ed3,Sports,2016-09-27,2016-12-27
BATTLEFRONT,7f9e76ac0380ccfd7b33f8f4e6abc9b2429b5fb0,Shooter,2015-11-17,2016-04-03
TITANFALL,432fed8a06655e9d2c19db5cd9d3e7e96aa85e50,Shooter,,2016-10-13
NBA LIVE 16,e543ce7eb1b81f2d420da29e550afecf02ada21f,Sports,,2017-04-22
MADDEN 15,87514260f51473bef3c53ac090fe8a3678ca4aa6,Sports,,2015-09-18
MADDEN 17,0fa1cfc48e25c1e5179e1150e6f0a05cf44e6416,Sports,2016-08-23,2016-10-20
FIFA 17,1f275af17a0f9a9113930cc6147a193a627d0f7b,Sports,2016-09-27,2016-09-29
FIFA 17,bfff0153173ed28f9378c43efc248e5e89664eb8,Sports,2016-09-27,2017-03-25
NFS RIVALS (2014),3e72c27efff45a912a137b6f9d09740c508c0001,Action,,2015-12-22
BATTLEFIELD 4,0bbbb68a51947494164c9831b6df1225870be13f,Shooter,2013-10-29,2016-01-23
FIFA 15,8643efc0145a2c4cc61edc4f61658c226f66db23,Sports,2014-09-23,2015-09-12
PLANTS VS ZOMBIES GARDEN WARFARE 2,c9967c044caf0f7f13068989b02afe458b054221,Shooter,2016-02-23,2016-05-21
NFS RIVALS (2014),2fa9ea7c3b6b55654bf0315909d169700572d404,Action,,2017-05-06
BATTLEFRONT,f3aaba1b2b766e6426fe7f086b5970529dfd4b21,Shooter,2015-11-17,2016-06-02
BATTLEFRONT,a0d5fe451026886794016838b026a66cfa851674,Shooter,2015-11-17,2017-06-18
FIFA 17,506a42e5783efe4dc361e2d5dc02cb8ef36d5b65,Sports,2016-09-27,2017-05-12
FIFA 17,cb4ff1d95761f76921979424673e6bd14ac0be02,Sports,2016-09-27,2016-12-26
EA ACCESS,2272606aecae77b061bdb45469fc197298ee2542,Other Games/Compilations,,2016-08-27
MASS EFFECT:  ANDROMEDA,6f6992927c04cb3bf5b66909c97e402dfd2ef6c1,Role Playing,2017-03-21,2017-08-22
BATTLEFRONT,4f9e6217c6d384f6a6db4beba4666a62947fa301,Shooter,2015-11-17,2017-08-15
FIFA 17,920cd1c084db01b09f4fdeb0643d4d37054dcebe,Sports,2016-09-27,2017-01-03
FIFA 17,a0ce006e9e1670f60ba340d96c1cf9163068af3b,Sports,2016-09-27,2016-09-29
MADDEN 16,84778a0c78843cc9756b5d956b3c95ffef275271,Sports,,2016-04-18
TITANFALL,46d281b1e34e3ba6f2409c740a4da89ee2ec1a73,Shooter,,2016-10-13
MADDEN 18,04752fa7691361da426dd6ba0bdd38de0bca8a54,Sports,2017-08-22,2017-08-27
TITANFALL,957eca884ce6924cf70844be20029750cdc7f93d,Shooter,,2016-10-15
BATTLEFIELD 4,dbb8ef22287de380c0e01f4883484fbbdcf98434,Shooter,2013-10-29,2016-03-28
BATTLEFRONT,9a293a713b7e3633504df53f7908447c5af1c304,Shooter,2015-11-17,2015-11-22
PLANTS VS ZOMBIES GARDEN WARFARE 2,f74c178b0f494e10e4b6a653a2e4e4af0b03162c,Shooter,2016-02-23,2016-12-26
BATTLEFIELD 1,0ca7b33c763994c2cca215fe3ad7da0882daae1d,Shooter,2016-10-21,2017-03-05
NFS 2016,5abbe3561b5ffcf40c68f05f0dd5756354f91e89,Action,2015-11-03,2017-04-18
UFC,8071f02ae1bbcf20f9181da547c55a65ef67cdb4,Fighting,,2015-11-11
UFC 2,d442869bf83fbad7e9cc039368fb44c337943c63,Fighting,2016-03-09,2017-06-09
BATTLEFIELD 4,29f9d82e14bb2cb57c2b66b313e81784790f685c,Shooter,2013-10-29,2017-08-19
FIFA 16,6980b246f33120172f0e6d1d501f4a58cce4d37c,Sports,2015-09-22,2015-09-24
BATTLEFIELD 1,36b2f596c7e5384cffa73e0229f2ffd6172f7041,Shooter,2016-10-21,2016-12-07
BATTLEFRONT,f7fed2a5bb0b17a05b9afba4ad04ea0a47cac807,Shooter,2015-11-17,2015-11-19
FIFA 17,7726c2ab75a1f7d4f025aa5232c2668c21aee8de,Sports,2016-09-27,2017-03-31
MIRRORS EDGE CATALYST,63fa4a147b2a4dc85bb429a60ecedb1a1cd18966,Action,2016-06-01,2017-04-11
FIFA 16,d6f2c490e7f77f28ae2b71a4f565fe05e6ba4719,Sports,2015-09-22,2016-03-27
FIFA 16,c6b3fed84828835b81af9f11f5c63ff51e65ea27,Sports,2015-09-22,2016-06-01
BATTLEFRONT,194cd562b602b7e86898535031f791953862f6ed,Shooter,2015-11-17,2015-12-17
FIFA 16,f3931610d6a9394795e27023d241393f18035404,Sports,2015-09-22,2016-07-04
NFS RIVALS (2014),d0e9c65832814cfba2bdff7e1ad9385257ab88f4,Action,,2015-10-03
FIFA 16,6523328ab18151f5a3170e56569f569ae0503903,Sports,2015-09-22,2015-10-04
BATTLEFIELD 1,04ecf903da4df9e9836df6ef197b8d97f2acefd2,Shooter,2016-10-21,2016-12-11
FIFA 17,5be4cdba5abb20d835217b191869f28257d49497,Sports,2016-09-27,2016-10-01
FIFA 16,7b079f31060b022306c7d07800e9bc9d2e164fe3,Sports,2015-09-22,2015-12-25
FIFA 17,19633e7748723e49a49a9795a4a4d31d0d5ee2fa,Sports,2016-09-27,2016-11-06
EA ACCESS,8cff08fccb27cd8ea58c196f3b0b78e05cca738c,Other Games/Compilations,,2016-05-26
PGA TOUR GOLF 16,699fec27b9e09b190cfc4e2e709b35de61582bdc,Sports,,2017-02-04
BATTLEFIELD 1,b8ef46eb5d1f611d5a443413ca8fb7fde6f01aac,Shooter,2016-10-21,2017-04-30
BATTLEFIELD HARDLINE,6ae5a3acbf168a68f61dfbb4754244dee87c4151,Shooter,2015-03-17,2015-12-28
BATTLEFRONT,886b4a1ddc73317edc3642c16edbd6ee0e4b58f7,Shooter,2015-11-17,2017-03-18
PLANTS VS ZOMBIES GARDEN WARFARE 2,09e0db1319c85a416586e99f9bae776e113e7bc9,Shooter,2016-02-23,2017-05-13
MADDEN 14,fab689aa83b0a1799f494c7414f579ed67ef1d0a,Sports,,2016-10-07
BATTLEFIELD 4,1f9cdee36bb7f14f5d937e3267ea3ff685e70ca4,Shooter,2013-10-29,2015-10-06
TITANFALL,2412b4a9541db4dad6275601de3c932d1bb1eb7e,Shooter,,2016-10-15
BATTLEFIELD HARDLINE,b5eae19fc8d74c16b8a55a54f2d992f7cd15f970,Shooter,2015-03-17,2017-07-28
FIFA 17,e23962ac87165702a924ce89edde1a210082c82b,Sports,2016-09-27,2017-04-01
MADDEN 18,98690764abbab4bb3e38fd7c39d1fe173c735b88,Sports,2017-08-22,2017-08-25
MASS EFFECT:  ANDROMEDA,cafd48aba1eefafe6a80c3bd6a96b12b264a15b9,Role Playing,2017-03-21,2017-03-22
BATTLEFRONT,d8a9dbcb8bec958f9636280d6f7fa7ff339b2316,Shooter,2015-11-17,2015-11-20
BATTLEFIELD 1,fe5f62e5fcbaa3b5c108a257a4e6c06ce152748a,Shooter,2016-10-21,2016-11-20
FIFA 16,541dcaaa7b340cc6df312abc9e5306ed5d495877,Sports,2015-09-22,2015-09-19
MADDEN 18,c15874c5f8fa37bce9c359d51533350983e151a3,Sports,2017-08-22,2017-08-20
NFS 2016,0b190a634bbc7ca8a66d271546c7ede63a685257,Action,2015-11-03,2017-08-08
MIRRORS EDGE CATALYST,0db85377bef88af0ef5c2b0106677716546e1408,Action,2016-06-01,2017-08-23
FIFA 16,31fd866e7249b936f386a7e3b462a9050182b246,Sports,2015-09-22,2015-12-31
FIFA 16,44d52cbd4c28a4d5f3271d45528e97f5bcfca862,Sports,2015-09-22,2016-04-01
NHL 16,070ab7790d690a2eb46dafa8a2b78f1b558a9ad7,Sports,,2015-09-23
UFC,0d27c5267392d2db0c90ca2f29704099998a09e2,Fighting,,2015-11-09
NFS 2016,b9370e2d7bddadb4acc1d50e60d34244ecb5b2d1,Action,2015-11-03,2017-06-30
TITANFALL 2,52b3746152466d733be993f39ac10bb5ba3963a0,Shooter,2016-11-01,2017-05-02
MADDEN 17,e6c6cc9ebc0ff5ec9188acc5d4ec22c3a0f4560f,Sports,2016-08-23,2016-08-27
FIFA 17,0fd63d7ca8f71a9bda22013b7a4c87d5916030ad,Sports,2016-09-27,2017-06-09
PLANTS VS ZOMBIES GARDEN WARFARE 2,04b63051687b9bed1e77b36ab72a1fff489bbfdb,Shooter,2016-02-23,2017-02-27
BATTLEFIELD 4,c59f2dc50417c68fd45babdaf157315c343311b0,Shooter,2013-10-29,2017-04-01
MADDEN 17,54dfce6dc5659fea00653364f3af3660c72a5a29,Sports,2016-08-23,2016-09-25
BATTLEFIELD 1,91a2f0b45631e00c7dc5e18e142efaf35dab1ccf,Shooter,2016-10-21,2017-06-03
FIFA 17,eb0c93a860e757790dfbe6d6ee38ea2ceefaea0f,Sports,2016-09-27,2016-09-29
MIRRORS EDGE CATALYST,3b629f658d57f7121a75d1f2fa0746871964e215,Action,2016-06-01,2017-04-02
BATTLEFIELD 4,ca9147c0aca530ae25b7df4e7915000ce5406b58,Shooter,2013-10-29,2016-08-18
FIFA 16,75e43c641cc0f146bfa11b5adcfbf011651fbb72,Sports,2015-09-22,2015-11-01
FIFA 17,f1153a796fa4ffb27301efe32f7d1c7ea3fc8957,Sports,2016-09-27,2016-11-14
FIFA 16,45d364c67cf331fcdfbd36444acabe81f8e353da,Sports,2015-09-22,2015-09-24
UFC 2,7a2bd26b1cb67d345a627ad3f83f48aa74829fb3,Fighting,2016-03-09,2016-04-21
BATTLEFIELD 4,7acc1e98fd9bc883ce1ca2ac7092f2ea1de71e51,Shooter,2013-10-29,2017-05-22
FIFA 17,0dd04d3a17c4adf4c108366515b040b95e3ad732,Sports,2016-09-27,2016-11-29
MADDEN 16,4308d809d002516d61dd8296e3239638b7ab621e,Sports,,2015-12-26
BATTLEFIELD 1,4089b41f50ab1e60fea963ac3752a419d9f13036,Shooter,2016-10-21,2016-12-22
NFS 2016,e7263a4f7b38e8d881629dfb34dde79245945e06,Action,2015-11-03,2017-06-01
FIFA 17,81d1fddc9f7f8dc9f82cde3802690a1c422b7ff1,Sports,2016-09-27,2017-07-05
FIFA 16,0f26b3b709c68d9e2a2be2cbdf14954aac074a58,Sports,2015-09-22,2016-06-14
DRAGON AGE: INQUISITION,874d4b0757777a478a6abef3bb6d9f635a15bd62,Role Playing,,2015-10-18
BATTLEFRONT,afea127d76d18f73dcf96389f4f000677990d7aa,Shooter,2015-11-17,2015-12-06
FIFA 17,84258d506109d2c175b76a38598103981c7c394d,Sports,2016-09-27,2016-09-29
MADDEN 18,abb87738309d6efb3b181974a3b371b71f8c93cb,Sports,2017-08-22,2017-08-22
FIFA 17,7e3b53bd50857ad4904941fc5ee475fb5b70b6bb,Sports,2016-09-27,2016-12-28
BATTLEFRONT,fe5f62e5fcbaa3b5c108a257a4e6c06ce152748a,Shooter,2015-11-17,2016-11-21
BATTLEFIELD 1,ffbc2f8b178cff0124379f4088d9c5a1f742d544,Shooter,2016-10-21,2016-12-01
MADDEN 17,45df4070becaed4333854e7afb23312a0895019b,Sports,2016-08-23,2016-08-25
MADDEN 17,9530f1efa7f1232f7f29577cd0ece95554a2f9ea,Sports,2016-08-23,2016-10-20
FIFA 17,b9a9ea7b714b6e854ad145ea4f597095739cd367,Sports,2016-09-27,2016-09-28
FIFA 17,693a039d727c1b4d0431b0b231fac4515c5d365a,Sports,2016-09-27,2016-09-29
FIFA 17,c14637fc6a45b4211e45038a4d2b036637c4e05e,Sports,2016-09-27,2016-10-25
NFS 2016,12f78f30a12eff068d5f2f1d351d10e89cf9ca96,Action,2015-11-03,2017-01-30
BATTLEFIELD 1,c6f59dc6eaaca5a8e9f79ef851de6c5ff9f5b16e,Shooter,2016-10-21,2017-03-24
FIFA 17,7b489ecc0ad98bcd48a008190a843c60d5933a59,Sports,2016-09-27,2016-09-26
BATTLEFIELD 4,2efd4119028c1db15c17978a061cb704164fd467,Shooter,2013-10-29,2017-08-23
NFS 2016,22bed5780ba9e05858e54b3f662a63029867b930,Action,2015-11-03,2017-02-06
PLANTS VS ZOMBIES GARDEN WARFARE 2,3a2b9318f5c5b9fba6b478aece0d5ae567f874d5,Shooter,2016-02-23,2017-01-24
EA ACCESS,fab689aa83b0a1799f494c7414f579ed67ef1d0a,Other Games/Compilations,,2016-06-14
FIFA 16,9491e33c339516e3fd7686ebb1e77dcba7ae31a8,Sports,2015-09-22,2016-02-14
MADDEN 18,7a64a75b7531210549ab133434e3d89cd29f6171,Sports,2017-08-22,2017-08-25
FIFA 17,33be35789f46f3f50bf4a79d1966944fad0cbc71,Sports,2016-09-27,2016-09-28
FIFA 16,8f7153a609c4b21b6b578a3bf9b7bc140573c538,Sports,2015-09-22,2015-09-27
BATTLEFRONT,b1d83cda0dd06c159bad4a549338de0ddf64ece7,Shooter,2015-11-17,2016-01-19
PLANTS VS ZOMBIES GARDEN WARFARE 2,a8532a0243f613da419d0cf504e91792b01bc5cf,Shooter,2016-02-23,2016-06-11
FIFA 17,4308a2f96bd15cee60c8e27fcb812889918f776c,Sports,2016-09-27,2016-10-06
BATTLEFRONT,3fa2f0462639f8c052a4a0150bb3d18a83425411,Shooter,2015-11-17,2015-12-08
BATTLEFIELD 1,447809247e8bec9446060f34140f9e7114bae02e,Shooter,2016-10-21,2016-12-30
TITANFALL 2,ddc6559c08413cecc726997abfa190de13305dd0,Shooter,2016-11-01,2016-11-26
UFC 2,8fee60dbdfb0f4b30aba47e39dee0f22f18d46d6,Fighting,2016-03-09,2017-08-28
BATTLEFIELD 1,c004cbdecedfbece8c8bde9aaf1fc763033e4bd3,Shooter,2016-10-21,2017-02-16
FIFA 17,4effa5aa942864bcfccd99ca3ecf665f9106f6af,Sports,2016-09-27,2016-11-01
TITANFALL 2,526b56fc581de47bf7731d666fa48b971533cc03,Shooter,2016-11-01,2016-11-02
NFS 2016,573d7a937b918af351e2be4f7f3c7d46bb695962,Action,2015-11-03,2017-04-09
FIFA 15,04185ba24c628beb22bfde9322995c598f257ef7,Sports,2014-09-23,2017-07-23
FIFA 16,b5c17231e8dcf5f023146d20fbb1262722087844,Sports,2015-09-22,2015-09-21
BATTLEFRONT,f38d7416a38f3a3e5e64af4f153f1aa61f87a64b,Shooter,2015-11-17,2017-01-16
MIRRORS EDGE CATALYST,c8ecf8b13879ccdbe08c0a3899c06b90c465862f,Action,2016-06-01,2016-07-15
UFC 2,517be5d1d801b63c378831b0eaea94428f4aedda,Fighting,2016-03-09,2016-10-18
FIFA 17,1777a53b6346cafebf49552224c4a92515c65dfa,Sports,2016-09-27,2016-10-12
TITANFALL,4fca7711c699f45df40ee093b63a4dcf772a29f2,Shooter,,2016-10-13
BATTLEFRONT,db9b858c679bd05e9cff3ce4c97327064ccb63ab,Shooter,2015-11-17,2015-12-14
NFS 2016,b9e85207384a4871e6fbfd9a42ab661fd7449a3a,Action,2015-11-03,2015-11-27
FIFA 16,1a3a25e6841f0f33f88bb7e20709472bd565e8d6,Sports,2015-09-22,2017-04-03
BATTLEFRONT,3de3a4a61ac7ea22b3abf36a52619846243e646f,Shooter,2015-11-17,2017-04-22
BATTLEFIELD 1,ec53cb6337a60ecbd1dc42c341f44f97d744696c,Shooter,2016-10-21,2017-01-29
UFC 2,a95372bc37c7ef4c4e529cacc7ca73a4c1843ab1,Fighting,2016-03-09,2016-11-24
TITANFALL 2,1ed49710be43f479ae97c71ba0b9f08083e4daef,Shooter,2016-11-01,2016-12-04
FIFA 16,3d738dc3f1abad66ec1ba3d16a3848e06322b604,Sports,2015-09-22,2016-01-19
BATTLEFRONT,a1c7ae8e9c8ec47658faefff2c6ef669c895d01c,Shooter,2015-11-17,2017-03-20
FIFA 17,1e05e7dd21c5ca166ea80dc6c922ddefe90d4de4,Sports,2016-09-27,2016-10-01
UFC 2,b5eae19fc8d74c16b8a55a54f2d992f7cd15f970,Fighting,2016-03-09,2017-06-26
FIFA 16,c528e6a436fadd8d54cb8be5fadce1ba07f933ac,Sports,2015-09-22,2015-11-13
MADDEN 15,826d2a81198fa449f4e46e4406bfeee8e33e22e5,Sports,,2016-10-12
FIFA 16,dd782b9ef804a3b9072cc1664d5ff5f006b821e2,Sports,2015-09-22,2016-03-26
BATTLEFRONT,76fa90c095736c587ad5725f5a19fc1716513fd0,Shooter,2015-11-17,2016-12-27
BATTLEFIELD 4,a2fa1f64299f7712d64723938a1f4e165a071905,Shooter,2013-10-29,2016-08-23
FIFA 15,4171ba9cb3634da813f480e64fd1bde0f3d21d01,Sports,2014-09-23,2015-10-05
FIFA 16,081685b64613cc7035530cf1d4c1b61f0ed53ecd,Sports,2015-09-22,2016-02-04
NFS 2016,10e3433dc7456d6975465d40eb6893fa43c4c8fa,Action,2015-11-03,2017-02-28
BATTLEFRONT,0a61d70b605b17b58b836f5839a4348b29e40cbc,Shooter,2015-11-17,2015-11-30
FIFA 17,ae063c87c81ce9db133508a240766ee7c6deddbc,Sports,2016-09-27,2017-04-13
EA ACCESS,56bbe841512810d271e22c75063732531ce3b5b0,Other Games/Compilations,,2016-09-23
UFC 2,81b912076c451c4e8d41162f8a9e22d22c61e595,Fighting,2016-03-09,2016-05-05
FIFA 17,cd9cf44b3638d6ccf34e8c466f69e0d72e57f49f,Sports,2016-09-27,2016-12-12
FIFA 17,ee9c338cba9911e34b51d171e4695f1c5e491c5c,Sports,2016-09-27,2016-12-25
FIFA 17,8f551c35ac27636b1c9ff1a89996109d4acee8b0,Sports,2016-09-27,2016-10-03
BATTLEFIELD HARDLINE,54435c8d92f7c8ceda0f2d4ae28e8f15c7e1c8d3,Shooter,2015-03-17,2015-12-11
PLANTS VS ZOMBIES GARDEN WARFARE 2,16f723657cdc13fbded043cb1e2901007fa8a3e7,Shooter,2016-02-23,2016-09-12
TITANFALL,81df34fe239ea154d67dfd6a2db31cbec96587e0,Shooter,,2016-10-18
UFC 2,c140c1a505a29baebfe3f8c431a515906d0d6dfd,Fighting,2016-03-09,2017-07-20
NBA LIVE 16,4b32777c50fd72638b31f6fd8df539a6143a7f73,Sports,,2016-12-26
BATTLEFRONT,72d896e72240c8e872bf79bdcc6ef4f9e9cd37b0,Shooter,2015-11-17,2015-12-26
FIFA 17,81d8ef81d4b5e2298d1a653640b8081d1ac6a555,Sports,2016-09-27,2016-12-27
BATTLEFIELD HARDLINE,883ede7206ae1327f04ec80fdfa67a25be5c1fc2,Shooter,2015-03-17,2017-08-05
FIFA 17,718d307fe5d415875b30243df392de8cdae61126,Sports,2016-09-27,2016-12-18
NFS RIVALS (2014),7726c2ab75a1f7d4f025aa5232c2668c21aee8de,Action,,2017-03-31
NFS 2016,6236dc44394f2a91cb58d35f473d307f0fdc034a,Action,2015-11-03,2016-03-18
BATTLEFIELD 1,e1c37211dc641882e0bd6f95c4ea5de97db3f282,Shooter,2016-10-21,2017-02-10
FIFA 16,a54703c4791dbbe7b88ba392117c89d33c81544c,Sports,2015-09-22,2017-07-16
FIFA 16,a582f043ae589fcef1bc12c32a30e8cd1259dbc4,Sports,2015-09-22,2015-12-13
BATTLEFRONT,7f24bbc8eab3beec577df541a51e1cfd87a9d874,Shooter,2015-11-17,2015-11-18
TITANFALL 2,1cd690daba635131ab836d43987be689338d4adb,Shooter,2016-11-01,2017-02-15
FIFA 17,f9fcc97869c9f96ef0425187494a4c8180420246,Sports,2016-09-27,2017-03-10
BATTLEFIELD 4,22bed5780ba9e05858e54b3f662a63029867b930,Shooter,2013-10-29,2015-12-22
FIFA 17,73a72d1ef6e9336037b81e73798390cce56ff163,Sports,2016-09-27,2016-09-29
BATTLEFIELD 1,85404e3867380e8340b995892bacd2114608c608,Shooter,2016-10-21,2016-10-22
FIFA 17,d13622f485a4f846797183a780b1b7f609318832,Sports,2016-09-27,2016-09-30
BATTLEFIELD 4,35f95ab5a935ae0491a119a290651b5dbe304ad7,Shooter,2013-10-29,2016-03-21
FIFA 17,51887124b0a0e31ded954687756a3537340c8a66,Sports,2016-09-27,2016-10-10
