purchase_date,id
2017-10-29,4e2abaa01891b00c3ec42640ad5477d675aced5e
,e1b39955b4929189f144231028af894678005614
,44b149daea5b3f10b08bfcc0c4f082157f5cae39
,4d9bf740667ec3269d3ba9dd6887b4ce8fd6c330
2017-10-01,c33824813840cb9f82edf6da04f566c06d3bb379
2017-10-28,00ed3557c6d9d978e89548e639ac23c786499636
,7c56d969600ca5bf4aa230b087909936da74258c
,ba5bb701199ebbf8332fa92d5614844b8f5ddca7
2017-11-18,4fd7435fe59e0b1f2a53e65b9d43da85cee785b1
2018-07-20,2ed31723d7300b6560d3e51ebef459cf38e825bd
,c3b6a81a3e76f556134bf3520546ca33e983bd0d
,2dae39bec0e176bc18498384bd9570bfb8f42a53
2017-12-24,2a6b8c854f0d27a2aa5f97afe4d6f6a130537119
2017-09-28,b9a9ea7b714b6e854ad145ea4f597095739cd367
,b63bf2d405b0bdec100441ae7c9f5192a73b5299
,dd61170326dea6b638dc1cb3676ea610693a887e
2017-10-06,d90c6c35e4951d9e09ae5df0db02698e9b658fbc
2017-09-26,b189ffca73c6324499fe9b5d2771ed3bc40f3a7e
,06fca8991dd149b47935a1323f2aaca8424a812a
,4b75238a87fbc695b84c9be672dbad854151c9a8
2017-09-29,cbecc65d1b1f36f44fbaf2cff8cc9b1416ed572a
2017-10-29,15fe38aa5c2c759c001310b6f80c8e3bb511ccae
,e2e5051123fe3788ce2e84a3140c6f102e863763
,87dd5ae1734cadbff490f9a3cf127467fce7d72e
,fb404c4d56e60cf292214c65c2b89124e4254204
2017-09-29,a126919dd4dff61a15807340e0b553e98f17289b
2017-10-09,3d72611523527d0e9f0abb0d3b94f5d5f77604a1
,9fc86feec327e84cb461cf6105d8c22e777571a5
,72a087622600280ab5aa25af45669a675fdb4744
2017-10-05,cd63c2b3a2a9e48d4236511e7e7c4100768fe681
2017-11-03,a567e22acd62b4458441392ad0c17c529bef8a73
,1f1386e562a824310c2a7239ff9cb09e15db234a
,9de4b51f22169e4e23e40c7b85cb139acd306d1e
2018-06-15,122734612cd4b8391ed230db7f7c4e005c2f6f8a
2018-01-05,e2f86b02eedfaeb71221ae1f7a46104d110a9494
,7a89a6d05c92ee559f59225a14aebadded20c404
,f9fcc97869c9f96ef0425187494a4c8180420246
2017-09-29,a24de1ce176951c037d75410d5b9ee41fcac719e
2017-10-16,93c15a4044509665d412d45557c1242aeee079fe
,5fb1128cb962d009d75dfc32ad42f72bdd214804
,7b2f02daa5c4633c6caa699ed85b4464ec2fada3
2017-10-11,31e6f4afa99ec0e55996baf08632c5ec9f524a10
2017-09-29,1ed14ee8a951fdd8f03616c8879314b32afa9788
,9ebf0a6fd91e367e053af33083125cef462deb39
,04b0266901f5fc5ddc1222a74f759d0c9201b0a3
2017-10-06,768286496e3e08c992282a958940aa3be85160bd
2017-10-14,57ce98b2821155258561650a7295bdf50079a5c9
,b25089fed8dd4b5c9f9d7544fb3ba9f3d9cf4b6b
,9dab02d974196ee3d305cdb503f975fc5a378a6c
2017-11-05,89ae4f6158552df0e63e15bfe0a7ed09d5cf2244
2017-09-28,7f088a362cee75fbc922010320b85e1a30748a29
,6593df6e9e20889209fb255669470bbddc301bed
,19735d5b5a05b237a4795c1269e7089a2e027ca8
2018-05-25,1d2633b12653c5c9476eb86d928b412ccf3ed7bf
2018-02-26,0d41f7d7ce7b029e2bc68892b4a9b2e2e03e4283
,6b1ba20fa367480217bf8f1014c26b3d8f8a3be4
,e407296371a2df5b15de87ceb86f37cac80e3437
2017-09-30,7ddb6a1fa241029ac2c4bbec031b2432e567adf1
2018-07-10,c0c085acc6e2c5a333549f413bf0084654d839eb
,2e0ad5477b1c196be59c00a3bd6feed31b61ec5c
,9d20b787a9a889dbb0a69bcef6121f94fb879f63
2018-01-18,129fc734333588f1eb0b86c6676290539e8a53f0
2017-09-30,a13142384ce61234689d8975def5f77126e2a55a
,53ee007342deb556beecc1399cdd1535447d51a0
,5c7fb30be3157320f8e6dd99cd7a6c1fecd8775a
2017-09-30,46d281b1e34e3ba6f2409c740a4da89ee2ec1a73
2017-09-29,1038478ed7e169465fa32a1cc2578dac8fc688fd
2018-06-17,d114c700f592089c47d2b77c0704399518a8f5e2
,8651b430932a0dd8fd64b4e45bbf9e4c8b415b60
,ce2b30add4e893d976c83614e80f6710233eedd5
2018-01-22,df4d986b74baa9735568f81fc3808d13f1af67e3
2018-01-14,e543ce7eb1b81f2d420da29e550afecf02ada21f
,3c364f7505dec832107df1a08a78247a370f0539
,06e3938b1a084b30829bdc7a807fde226e84bc8b
2018-01-06,98ea4ef5ab375d7b5813028e51d823b159fa143a
2017-10-01,3bd1f15972e0169692c879b08d100f940b194f9f
,38b6f6da3decb453ab1cbcf9214d6fcb701a902b
,4501db7b6a69e7016862fc44a7cdf29832ddc277
2018-07-23,cb2ef53b65f4fa70b068de6368c3177bbfc85cd6
2017-09-26,150f71ed58e73aea927c2f1c5d068f54fbea47ab
,c66960b996f06fb47c9e5f0548545b12d17e1c3c
,b1408b9a97921967dac677b3980af8a37cbf8cc7
2017-09-26,4b32777c50fd72638b31f6fd8df539a6143a7f73
2017-10-09,2bd4882ca2e312932239c0f99d480a02945374b3
,c258d4d427d424e7ee4484d451d1be6d6f8d4e7d
,f9a66f300cef2924e3648d814fa47c53dc22de52
2017-10-16,a4c8b08c51a5c0c186e55b80be8b68ca3cf63858
2017-10-02,de97846afb0e095ddfc83a5e742e1d39bf39226c
,87ecdbb8f54565eda4ba547042c5b1c73aabd5ff
,2db43526d4e3f7451d73f5a7e98451e9ef0200be
,d24235bef026d5106c9a5b796d71dc3be89e4e64
2017-12-27,6ddb9c875bb7d20367a4ccf356f16c54556b8a52
2017-12-16,04a6f4d47173401f3044490213cdf2e420c18672
2017-12-07,324b40dcd884986bf23b742b7a185471a8002d61
,241eeba84c921cacff94bfe5a1c930a9e184bd66
,a2fa1f64299f7712d64723938a1f4e165a071905
2017-10-06,563aaa077767b14dcf5ab26eb121e2574e34bfeb
2018-03-31,12ba1d4f8a4e624ea1cfe48a5f9f2a45de990c49
2017-09-25,9d29a6934f8da0d13fee3e0b704e44d73738408a
,76017a871a28bda221f911ea4bf8ea914b814cdc
,ba5edc1cf1b23ccee2686c970071a5a29631d388
2018-02-27,1a90f1d908f991022fbea8cadaeea90daadc77f7
2017-12-26,acc592e1a1bf8fb422529d40c1dbb1298ccaee16
,76629168e548fcfb2887239877e30f4bced1ebab
,eb890e2867c253cbda18644ae4fd20c06f24a529
2017-09-30,37e7b30afe825c7f52a08776bdfce4c687498b8f
2017-09-28,7219da00a908cdb93bbd240075279ba0e8f77613
,282c392de077ed72376ce1f1d3a2e9e47e29853d
,080735d80c447a339b5049e0c6a5234f2199c742
,c2ffcc38eb87ca817da0279114f0e6ba6b9589b5
2017-10-07,9000e84eccafc417dc482b5af4232d8617ac65d5
2017-10-03,69f89b4589657fed6aa5a3565d042b9c26ee5958
2017-09-29,0761594e475851c371c501444b56c7898b57cf7e
,21ea8519c5bcde4bfbbfaebcf60ada035257d7f0
,d890fb396c33d6100bc013d378da3fd6b2f1a723
2018-06-20,b6d59dc9422040b3c351b1d14564aa679caa08ac
2017-12-25,5083dc60b78c24365c4d274898486a0b925ab9c4
,7d0d4718b73c795b798afd7ce66733edb30ab83c
,cc4e1ae3a9855d1111781ac17eceed25f2ce6522
2018-06-09,bcf848ded69fca1d823a3014f7c111b930d62397
2017-10-08,ea23a2edbd6a951eb3ca1e3b6edd900eeef5fcf4
2017-11-18,7ee36f82335a6a61cc2a4b1c60ff96fbf5c17462
,8bb3fbe8afa9366e27ba4eb19385eb510ac3e471
,63689239ca7810da0227cdda4bad828523c38579
2018-03-10,5b089c343523d7efd432f64b471ae39804f84728
2017-10-21,e5e491914543ba3693f4f01999c7f62499755ed0
,870e9256caa50908e6d0035912939fee7dff7ee1
,fd0bbf7725834ff2fde41bcab7877ee85eee249f
2017-10-03,4f31f69b3a8c69aae38a3b51c75bdc3cada1ae57
2017-09-29,00d7eee7250cf380f44b778da56abd5585af0f04
,3703fbc424b126f528f1ae30fe513e3a43d36993
,cc22a84d12c039fda2f85f91963e45b62cee77b7
2017-10-01,648029598b81d7147c308b1a8bf2d64e5b81ddcb
2017-09-29,4ef42e60969b3247fb98d7bb366c9c040011e26f
,9702a7508726de64cee9a461523757322c9e0639
,70ce705432d474aee8de4d17d16f61711061eb14
2018-07-07,67197d7f6a9c2546aa3f6e8ab98c3f72491030c5
2017-10-05,223fdb144d534e4e53c17ea358504f0bf79f837d
,b27754fe776edce2c8e57752fe75e20cf29081db
,d23592434b42dabf85703b79b3a82f0f1c120112
2017-12-28,df75c608373d1e59c510a3746b0c06d86a4e05cb
2017-10-01,dc1567c2b3b958ebcfed5bc67710ee14355058d9
,53ba06fdfe340434d09cac856669528c9c937245
,01c8fb3945ca23370abac8576fbb371aa5290621
2017-10-02,b2c1e0dd535b6b3e163174eeeaf58ba58a7e8655
2017-10-01,6d0f30d29d05aaa61ecb501b6e6cdb079994dfa2
,1551d7545fd4140a7c704bdd862238859338f39d
,a2cdb84d9a001909c8f62aaac39ff728b1f3c9f5
2017-09-29,58c0cceff7296ffc89a38a1f06dae4740e300abf
2017-09-26,42409ebeefcf2b26c76bc4bfe78954964153a805
,6c9e0dd4adef6cddf4cb3c755d1797e5ad65c1c6
,e2dea4a3cf8af9118d6113db0b850cbdf30007a3
2018-03-23,4982d4d7ea702ed904b080c888c293c3a470d17c
2017-10-02,d06397e36fe1c2de494211d54a20eb5409a3a905
,a003808135a87423878f9681d9fa79a18f0f2d62
,b41b08efe12963b7b37ba074e5bc7e39e485362a
,b07deb16ebb7f2329495f7465358508f254a9dc7
2017-09-29,bdc90c9ce3a944f6ecb0334f9ec19bfa4753ab2f
2017-12-05,04185ba24c628beb22bfde9322995c598f257ef7
,ab7e2ec1d505a0d82b96290e6d840e6a3a93d9bf
,a0c8064e8aea168538743f60b40a030630d6e5a8
2017-11-17,17d3aec106a20b2d46d4c4b7756ae1161ec69127
2017-11-04,81d6b719aabaf3335b3dd212e9b0e898d720e768
,9c9ece945f97f97e97ac05d32f2aab842ad1577c
,701c913254fc99f3c77b8274caedcff72d117c67
2017-12-02,a02cc38f18baaf2d979e56f24a59fc2601fbd2ef
2018-06-29,984436ef2e3fc183fcf488f3bbd7f1f3cdaeb961
,3ab140007d56c72797aaea1b599e121160e1acad
,55618169342774cb7e675c2b8a2392977d38985c
2017-10-03,329ae4dddf5fb3618364ad2ca9f8e19cb4d345ae
2018-07-13,c5f0bce864f3daa661aa949aa984cdc5dfa91f51
,3fa2f0462639f8c052a4a0150bb3d18a83425411
,c841bfae72d046ca8845fc2e8dd58c5cf4fa3d67
2017-09-30,67f192482cb054a8e9e8b2089aa3eafe5f6a251c
2018-03-12,16f8b4f9a41af6bf19768d80eb111423bef41a33
,dbb3cfa8a1f485f5d231c41d5c566a8865af6c13
,b6426b9d25d964bb4e28cca24bbefaf4d4390a94
2017-09-29,8c3d396d98db7ce83a54e55f0cbaad36ee19cb9b
2018-01-05,188a9264d0e7a139c11da36589c89cbfd2df2e1c
,bc26048d6b1d66907eb866d1e90d956427b7fa6d
,1bb722dade2d1c929bbdcd28996dfa46b4bacbc6
2018-02-09,fd7c8e1eb1c11d5b8231e8ebc29eb08221ee8321
2017-12-25,dc08cee6cd26831fe602ef80f96d08a6eb26546d
,1682383bea80a7af1ed25f49b9c50be511784bf0
,5f1b16e9c77e6a4f1075ecc913a69b6760043ac5
2017-10-20,97ffc69a7fc572c4f53caef240bc9d928f6736eb
2018-07-27,3e4cd3e90f3ae63049cf0e7726b29575f0c317a7
,739f84e76b4193860d1dc8ee7d07e40ae4867a55
,d18d20f820a6d4ca4a4585eacd993c353c33be6e
2018-01-15,903f0d14b6e2190d65f23750f6b081f5b093b24c
2017-09-28,160eac9ffa4a06b6f5c3ebdb7cc88d8fd8912e70
,d3119ae404d6783966476ba5c54984b1704aa7a3
,dc7e5641da6d1a0730731dad2cf7207581a7e771
2017-12-17,c156afcf29181e6404d0ee39961b48781b35f56f
2017-11-25,579f18728f250e93df0af0cf2289a7fab7261a4e
,c050a6fcdecdbf31e93e01adc0b54e3bb62cd0d0
,4a79f7e7a2c3754aa63f2fb47f0801cb314aba67
2017-09-27,b714129cb0551cafa9bbca9c68352d22face4457
2017-12-25,a464b97d74fc304d365a150b266198c466a8f0c9
,04444a560293be97c2a187faffa705f81a617e09
,b56a6f41d5333ec371b905cfbf0f7a9f1b5ba551
2017-10-07,c78bde6f429f8754a8daad26dc137f308c2db279
2017-09-27,0f963e906a3a3fcd38ab1800519a0d6b4f62481c
,ce9ee003a5e414498cc173afa0521f3c0c630ff9
,9ceea5115391f577c2ae5187095b3c410bb26c62
2017-09-30,55130866bd2b62afd404c8b07c014f702d128977
2017-09-29,0be706748603654b2edd708822d5f75e22f8b998
2017-09-29,ea0a21af1d1253b562b7856258e248cabbb56afe
,247e1eb3e951d2cc0143bbea36765e640239b490
,7d2156f26156e6569f667314ec064440f605d998
2018-08-06,5532927a6d2257af05149c516243722630e76a65
2017-09-29,6874f92bbe17d6b6f10ca6f5a59d51be8616bc84
,aa62f87502b897410f67f29ac4ba9427320224c8
,15258d751db1dda732d3aad744628f3dd47875a0
2017-09-26,55083b0801e7c1a5d2a501dfd62eb89d8ed80a21
2017-09-29,eb8ef807ffa53e041d984b4dcd50ba18dcc1d916
,32feca40604596860acfe4601fabc2cab813d450
,75ee1555096742d1a492ddfa7d5f4da880f8bf63
2017-11-21,ae3eea2690d53ac92e1590488fd3d6919c726753
2017-10-28,e62043f189687038a36395e97048a8aeb67ae482
,bece5a877607766902116b8e4eb832f4722a05d0
,27119e25d4201f74135917fa35405acba80cddfd
2017-10-14,d43e7d86e9e20154831488c3a0bc6b94fad4d8d8
2017-09-29,61c35b3c0922814d9ae1eaef5812e6a89a26c59f
,381f0d469eb5213aba01efc3d5dbaa415c29bc7e
,7170ea0e323b4757d3703bafffa051b0077db709
,e4d11de91bd3f32f874d909f937f09c0885a7a0b
2018-03-06,74c2980f37a4368162c69dc0e20b53a2a4d576e6
2017-09-26,9dafed5462ba9f8f52299fd6fd7e1fe42386366d
,ada04afb147fa0f78b17da95e020f3fdedef3ae3
,afea127d76d18f73dcf96389f4f000677990d7aa
2017-09-29,fbe7687cd1e88420e55633c9845d82cc2b6a8d56
2017-10-12,671dc8b8dfa9073dd6242f0759bc07b476ef9bd1
,323f66643525322432715bca1ade3f4d1d3d69ea
,072ccd410a45bae6cc0acb09a2fe4170bf8fa4d1
2018-04-30,71ef07e6dc180115e9001822e3ab14a845c1a7dc
2017-10-13,e0da7cba17bcb3781cfc639f841637ecd7f2be7c
,917a1250aad6ba2a30868b4e31358c063f0c711b
,51ffab882eba5702ecda086d3a9fd00f44d189eb
2017-12-15,195dc073919fef0ce8ae51d767b0d49086afbf53
2017-09-28,84950e05c84235497d1abb2944e25ddc709f6529
,9a293a713b7e3633504df53f7908447c5af1c304
,18e9aafdf7e9a7e1f5359f75a119c05e86771b00
2017-10-03,70c75bde5a5cb27b2a50b42093aded8deb5d91f1
2018-06-06,f3912b4db4715e492f127ecc66b110e221bb2c97
,ba55325c2ac5d462b14fdbbb6b6868028df7db57
,eb8d0adbaa592fb15d14c5ec06ed1b0c94c62e8b
2017-12-11,f14942777658522a2c316b725c6d7c61b44b79bf
2017-11-05,7b46071e4f7c7b4bc0e113dea60f5e633bfe3e77
,c1d41f99dba39684425e46cf8ccba6085084c74b
,fe6b0be64774a4bdf5b9cb02436d13ad8fda04e5
2017-10-09,6cb79f7617b30b596d1e151cdd04e0c88219af89
2017-10-26,a2653fee4b33b3ce61a1d10c5ac9ef002c5d926a
,625aa8f19fde9144e8a010a60e5a3d061d531792
,49999d0bceb5c6a795c1e1f004aab33d6fc99767
2017-12-28,59f9b0c58357c8b74c616e8db1ee14f25e82a0a4
2017-12-01,2ccbb70241e83da49bd2b04e8cf17355f627b67b
,727d6e77abc305fb0205756fe338587261121e59
,b41949ee0594ebfa6d155f9a3094a07c0283f01a
2017-11-15,54a2cfc18395887b77dc4a4892d115747e29a547
2017-10-15,573d7a937b918af351e2be4f7f3c7d46bb695962
,5ba7e3b140cc891dc8ab3f758d1a0fb5a2567bfb
,4f0eb796e4f4bd3eed603a06c93212e56b9bcd8b
2017-10-10,8b2943b3657cba3ef14aa97a146b11a1da404311
2017-11-25,0dd04d3a17c4adf4c108366515b040b95e3ad732
,03eafd66edccea2e3736e39eacb72c3abe50e761
,959fc7b2de93f1ee92b675555451edf5e401a5b5
2017-09-29,fc83989c8c0a94fd23a0b61b879178634079b864
2018-01-07,d1ad2c2cca219ec7b51d59c3e7df7bc243808b39
,d4e32e8fb6c2f2f5f7b2663378ef29b422338411
,0d839af109acc1cf400f0ffdcf7fc9ca8f8124bf
2017-10-01,201659c7db39fac5f852a6e5f8d50d82e64195d9
2017-10-01,212687d4086d11ab51b44e5950d89f5be547a303
,8496be7e194705e65b318af51e63bdb3576cc6b0
,28f785566db85006d9ff65c5460053b829d34a91
2017-10-16,7123a74759ff4cbeb75ee99dfe1f7713c12e885f
2017-09-29,f2cd37a418300c541246e5c675b45da2a749ef4f
,0a783b61ccccbea193d4a92bbabec4b8688ff5b0
,b27e20cb9b2808582a1f1ab8044fd09bd5dc294f
2018-01-05,66e1a9f5c811d186315518ad779ca8b768cbd55d
2017-10-21,f61cd7a42256f984137899098fcdfaa969ff5630
,7b4661ab46b51c04b9f97f3270a7a49edb5bb909
,1010e193c220abcb502ce5f645fcc8c8a51e2915
2018-01-29,ac81a63e0f31d4e2234ded85f3bf8cd94c91ee94
2017-09-29,2f05265b81638b40813954bdcbe7e8b0da2e4b21
,93c2c2bb00b11da79e18cb074913fdffca6c3e5e
,8b35210545f7a2e50057df15467030b1435466c9
2017-10-10,c6f2f238ee0460c9641cb6ea1c7389b74822f9a9
2018-01-06,ef48bd4b623c507c5d1770c32b114506aa57be15
,1a22998fb6dbc73ea693a88dd9235569e5fa2509
,e7c3868084b6726e2166483a1db0d498120011fe
2018-01-29,a08fc88078428d1966beb0768506a23f17b3a01a
2017-09-26,bdb385894a0294369d1cca88ac67daa3d2f4b5a8
,388230db086dfa67901d4287c4df5f2a00c35794
,eb116d355ecf72a8dc0ed3b7ceada4ab6345cf42
2018-03-24,2ea15bced2163fa07958841133ce2c6430f30257
2017-09-28,4d77c3de1a97cd12951a01f82688de0c16d3c267
,05df53b58eae74412601e06fd702eddcd1786a19
,a4bff170cdc970ea1952e02d26312a6bc19d0134
2017-09-29,5a98f0cf654a5083d849dc995fb8b9fa3d557d65
2018-06-30,1861ae60f1232a37167a61c69bd5ece7f6120609
,e5aed870fe7dd5d63de419ac65f460297774bed8
,945ecf765f90208d8af40f5209a30b4ed2cbd1a7
2017-12-23,1030d6d7df9b2cf1aaed41d98ad50d13d67e9086
2017-09-28,d6b9b66045dd25184397d52aec28a72467f20c8f
,3fa07663e98f9053564eee7de3bf3a685b6e88d4
,e3412b627d59a736918ec0ee9102fc2e4574d58a
2017-09-30,c2f0c5b47283b5263ef3740f2eed127c55d40ba8
2017-09-30,ee3ecdd6607ab0cf136f721c82c766313e643f58
,b1e0e583850b35e99edbcec5cbe130b943a7ec3a
,3f0071d31449ca92fa3f02b4a3e3996d8ec2e668
2017-12-26,f3931610d6a9394795e27023d241393f18035404
2017-09-25,db9b858c679bd05e9cff3ce4c97327064ccb63ab
,29f9d82e14bb2cb57c2b66b313e81784790f685c
,d0fbdfce439cc64035f00f479ccb5f95d04e86e6
2017-10-15,d35c003a8c5bd417b7b1b68db1fc7b23be3b6d15
2017-10-21,81613eea5626f98341fc8af5d6f3e952f5fdcd3f
,ec25460278c09c4c363f2bcc35fc2483b4cf9cf3
,9360a221fb17ba42271663e3ef2983a34479b5a9
2017-09-29,5236ba64e12d260332fffc7e9bc88ce645651b4c
2017-10-06,35fe554d3d436f8712cac1174d9b5ad319370d8c
,d280ca48410c633deda220d30fa368bbcc1d028b
,8a95e612dcf9f4baeda1afa1a9663534b6de0ebb
2017-09-29,ba1ec8eecc88c57cb0ccecb6b4506f1f644a1dbc
2017-12-31,4967ca3b9b46629df0c4921e7482b6f76c16f271
,83e6a00d04ed66c9928a3779bb1a15fc6ca98218
,69d09656f3d7f0543190fbd626b71c844d15c874
,1a4c50a198dc5332d3bb83ae23891426e7a5736d
2017-10-21,56453f93f8e17bfeb786ef9cf72ea857a0eb2091
2017-10-04,e690252992d49dd116f42a948f01464269e72b8d
,6b6c7c796532888b0b5715d429a179a1c8ec0a0c
,1d6f95338f46e2487d778c41b431319f706933aa
2017-10-08,9cde41b84ad5bbd981a937c17e45e545ab86f9db
2017-12-05,15908d3850d7391fda3e85bc6110dcd5e4269002
,9a40fcccd2f88750a4cafe119824cbd8e0cdae8a
,af64ece3b0ae8a8a30a08f2f5e901606aff35d59
2017-10-02,ddb942e899f9905662d4dd6e126dc3c28bde3280
2018-01-08,d1dea609209d72ddcf8629b51f886b17263b13b2
,5ed32f126f751a286f33bb7986e9d382abc70b18
,161571b085525a48a836df5e1c799baaaf52dc61
2017-10-04,e4fce8c2f3dcc1180f7a9cc92fcd25c10d3842bd
2018-08-15,38d8cb1e1ab58be040d73ddc506bcfa06728a364
,cef51af291b835d666b4a4f2337653efd5ab1972
,12458110542f7243dcd6830001d1a8b6a20dab8c
2017-10-08,5e8d2567e91f430c0a705a99b1dd29fee0f7264c
2017-09-29,1e05e7dd21c5ca166ea80dc6c922ddefe90d4de4
,187ab4c14399b7797f86d3b322c5a7327af676b6
,4429c45ae28a51fa39a8f10d5a8457da238ae125
2018-01-05,4f1b7fb5fec5d15ea4b1a6d10a560f608552c845
2017-10-13,ea3445fb61aefe9c57efb74c77e4e6e34179a93b
,33286ce254557541683409f02b850f5acd786b06
,b0ba223e0e53f0b5873bcf570d63d61bed53bd22
2017-12-30,d5142f1bfa68e148b56f8e75964094acba9281d5
2017-10-01,0951e2cf27ff6f1d2d815e99d842a46b962f7a56
2018-02-02,084a780a4e2aff43cbc27e0dff07e46c11aaf258
,9a58c134b1e245ae2fdc1673bab36b363cc47718
,1c997c9f55dc94fd08e716615c39e1ab6fc10f05
2018-01-01,90ce91dc0ce87520558bb14539d7ed69d85d7e77
2017-09-26,eb7b16f7bfd86895e0888c8550fc73ae67a123b6
,607602a007be0b04d5127e0549177c94f2864d2f
,5c717bfc522f10c96ace31a2042e7fd913ada6a1
2017-10-07,192bbd2c2767dc7bc59940d2a02b15ffba007f7b
2017-10-14,12e898007ffbf22638f824b6f29174e6bb935340
,4a2803450c7fa9da3ccccbc88741a62a4d5cb2dd
,b78c1d944135e1634f1678974e31a28a6c0ba4b4
2018-02-27,819c9d0eb9459d8d3fb27a7447729b2979ce94c9
2018-06-16,625a16148a2862894a3b50e6b28e24dd7041bc97
2018-05-01,3d5077df2241f73c9b39f00620009d3855b63199
,6ad9fecd7ba71161700c04ab6bb4dfd9a7157da1
,a6d8738b3b64793dfaf1982f34843ffcba2c2f0c
2018-01-10,4782527c5e6e38a61d13cb0fa0b63bf1fb41234a
2018-03-24,4c5ddbe6388e58fe556d99bb0ed1828d29b08f1f
,bfd0ab74e4d2a65b8f189fc645488695bf5a6c71
,0135b2cdc2a74a6bcf835e6b1d7ac935abd25ea9
2018-05-01,6f147a30e327c1b081f963831665d0026af0b8c2
2017-09-29,cf19064c1fe7d819b0f6d254b8d6291742067542
,3d1491e6fa114ecf93c20111303fceb10a4e6be0
,50f260be73a58296b3dbea10c52356ab3b579641
2018-06-30,2d1550f8cf856b9980de0c240ae54d979c358cd4
2017-10-21,cda39ad3d678e0c735a027685940bbe97f93c390
,0df3954accac6e5c7ac01d427b4a24c9368156c5
,92fd6cdf90a355f5cf66dd599fc0a42a0a98a8a4
2017-10-02,75d29ad3613eee21b7f1001e9fe37b1da5f1cca8
2018-04-29,15694ad27567325321e2238ad3251a6a3f37fe36
,4c505e8958e186981241b669cac8ccba111955fc
,79ba3e2365a4a8489196b744b9a5f4d505f3d187
2017-10-12,8b43867884e9fe2b5d3b513c8e20a4c2f9ad0e90
2018-01-23,60dcd1c67af05784e0d8d8bbb06cbc0994255941
,ad95de89c33eac1eaea6c0e39d5d112b7adb8de5
,43c3cdc46352e1431a43283265fd17ef3df08e63
2018-08-28,7726c2ab75a1f7d4f025aa5232c2668c21aee8de
2017-09-30,f2609756b9493fedd8aab05b6df68e4cbf10d0fd
,67ea72aa50c04bbb2a1d998a261e256e5c25e18b
